
s1,max r Alpha (percent),max r Gamma (percent), r (percent), r (percent), r (percent), max w Alpha, max w Gamma, w1, w2, w3
0.495000000000,198.019801980198,198.037444632127,Inf,Inf,Inf,0.500000000000,0.503514938489,Inf,Inf,Inf
0.495101010101,198.059417825348,198.061429602784,Inf,Inf,Inf,0.500000000000,0.503514938489,Inf,Inf,Inf
0.495202020202,198.099049524762,198.085421627322,197.434612016705,Inf,Inf,0.500000000000,0.503514938489,0.001677033559,Inf,Inf
0.495303030303,198.138697087962,198.109420709089,196.706832395269,Inf,Inf,0.500000000000,0.503514938489,0.003613288857,Inf,Inf
0.495404040404,198.178360524472,198.133426851433,195.973710767260,Inf,Inf,0.500000000000,0.503514938489,0.005562286799,Inf,Inf
0.495505050505,198.218039843828,198.157440057709,195.235087362301,Inf,Inf,0.500000000000,0.503514938489,0.007524422308,Inf,Inf
0.495606060606,198.257735055572,198.181460331270,194.490794573021,Inf,Inf,0.500000000000,0.503514938489,0.009500109747,Inf,Inf
0.495707070707,198.297446169254,198.205487675472,193.740656408329,Inf,Inf,0.500000000000,0.503514938489,0.011489784284,Inf,Inf
0.495808080808,198.337173194431,198.229522093675,192.984487896781,Inf,Inf,0.500000000000,0.503514938489,0.013493903365,Inf,Inf
0.495909090909,198.376916140667,198.253563589239,192.222094434336,Inf,Inf,0.500000000000,0.503514938489,0.015512948346,Inf,Inf
0.496010101010,198.416675017537,198.277612165528,191.453271070045,Inf,Inf,0.500000000000,0.503514938489,0.017547426261,Inf,Inf
0.496111111111,198.456449834620,198.301667825908,190.677801722329,Inf,Inf,0.500000000000,0.503514938489,0.019597871772,Inf,Inf
0.496212121212,198.496240601504,198.325730573745,189.895458317408,Inf,Inf,0.500000000000,0.503514938489,0.021664849314,Inf,Inf
0.496313131313,198.536047327785,198.349800412411,189.105999840220,Inf,Inf,0.500000000000,0.503514938489,0.023748955453,Inf,Inf
0.496414141414,198.575870023067,198.373877345277,188.309171286762,Inf,Inf,0.500000000000,0.503514938489,0.025850821490,Inf,Inf
0.496515151515,198.615708696961,198.397961375717,187.504702505020,Inf,Inf,0.500000000000,0.503514938489,0.027971116345,Inf,Inf
0.496616161616,198.655563359085,198.422052507109,186.692306909700,Inf,Inf,0.500000000000,0.503514938489,0.030110549755,Inf,Inf
0.496717171717,198.695434019067,198.446150742831,185.871680053561,Inf,Inf,0.500000000000,0.503514938489,0.032269875825,Inf,Inf
0.496818181818,198.735320686540,198.470256086264,185.042498035306,Inf,Inf,0.500000000000,0.503514938489,0.034449896988,Inf,Inf
0.496919191919,198.775223371147,198.494368540791,184.204415720634,Inf,Inf,0.500000000000,0.503514938489,0.036651468436,Inf,Inf
0.497020202020,198.815142082538,198.518488109799,183.357064748944,Inf,Inf,0.500000000000,0.503514938489,0.038875503072,Inf,Inf
0.497121212121,198.855076830371,198.542614796675,182.500051293299,Inf,Inf,0.500000000000,0.503514938489,0.041122977089,Inf,Inf
0.497222222222,198.895027624309,198.566748604809,181.632953535297,Inf,Inf,0.500000000000,0.503514938489,0.043394936252,Inf,Inf
0.497323232323,198.934994474028,198.590889537593,180.755318809263,Inf,Inf,0.500000000000,0.503514938489,0.045692503003,Inf,Inf
0.497424242424,198.974977389207,198.615037598423,179.866660361311,Inf,Inf,0.500000000000,0.503514938489,0.048016884531,Inf,Inf
0.497525252525,199.014976379536,198.639192790694,178.966453657868,Inf,Inf,0.500000000000,0.503514938489,0.050369381959,Inf,Inf
0.497626262626,199.054991454710,198.663355117806,178.054132164767,Inf,Inf,0.500000000000,0.503514938489,0.052751400848,Inf,Inf
0.497727272727,199.095022624434,198.687524583160,177.129082501158,Inf,Inf,0.500000000000,0.503514938489,0.055164463264,Inf,Inf
0.497828282828,199.135069898421,198.711701190160,176.190638851255,Inf,Inf,0.500000000000,0.503514938489,0.057610221692,Inf,Inf
0.497929292929,199.175133286390,198.735884942212,175.238076490290,Inf,Inf,0.500000000000,0.503514938489,0.060090475154,Inf,Inf
0.498030303030,199.215212798068,198.760075842723,62.139759015633,69.102225278262,174.270604246919,0.500000000000,0.503514938489,0.344038619986,0.326563884586,0.062607187977
0.498131313131,199.255308443192,198.784273895104,60.199773210423,71.741982227907,173.287355680643,0.500000000000,0.503514938489,0.348938094345,0.319974727930,0.065162511768
0.498232323232,199.295420231505,198.808479102768,58.903129552998,73.755210538477,172.287378696167,0.500000000000,0.503514938489,0.352221567649,0.314960096793,0.067758811276
0.498333333333,199.335548172757,198.832691469129,57.882670911807,75.510117271237,171.269623242648,0.500000000000,0.503514938489,0.354810967130,0.310595455845,0.070398695033
0.498434343434,199.375692276709,198.856910997605,57.025323692014,77.120938571986,170.232926648090,0.500000000000,0.503514938489,0.356990280408,0.306593929051,0.073085051883
0.498535353535,199.415852553127,198.881137691615,56.278470401829,78.641584715277,169.175996008800,0.500000000000,0.503514938489,0.358891683682,0.302820127617,0.075821094856
0.498636363636,199.456029011786,198.905371554581,55.612601734821,80.103009333608,168.097386877882,0.500000000000,0.503514938489,0.360589318833,0.299196319784,0.078610414258
0.498737373737,199.496221662468,198.929612589926,55.009231913850,81.525320082554,166.995477256174,0.500000000000,0.503514938489,0.362129639711,0.295672019743,0.081457042483
0.498838383838,199.536430514965,198.953860801078,54.455890402572,82.922818965848,165.868435555662,0.500000000000,0.503514938489,0.363543989782,0.292211330152,0.084365533834
0.498939393939,199.576655579075,198.978116191463,53.943703704115,84.306460399868,164.714180736309,0.500000000000,0.503514938489,0.364854675644,0.288786769286,0.087341063867
0.499040404040,199.616896864603,199.002378764514,53.466097895210,85.685198839248,163.530332146330,0.500000000000,0.503514938489,0.366078226004,0.285375887049,0.090389554404
0.499141414141,199.657154381365,199.026648523663,53.018046176582,87.066805129957,162.314145618703,0.500000000000,0.503514938489,0.367227281835,0.281959215537,0.093517832803
0.499242424242,199.697428139183,199.050925472346,52.595605525601,88.458412403434,161.062430924393,0.500000000000,0.503514938489,0.368311760407,0.278518899247,0.096733837723
0.499343434343,199.737718147887,199.075209614000,52.195617410842,89.866923659100,159.771443475280,0.500000000000,0.503514938489,0.369339607224,0.275037673174,0.100046889098
0.499444444444,199.778024417314,199.099500952066,51.815506785779,91.299357365989,158.436739728831,0.500000000000,0.503514938489,0.370317301072,0.271497997259,0.103468048623
0.499545454545,199.818346957312,199.123799489984,51.453142629393,92.763183882512,157.052980227726,0.500000000000,0.503514938489,0.371250204466,0.267881214876,0.107010610839
0.499646464646,199.858685777733,199.148105231200,51.106738489904,94.266699449579,155.613655063010,0.500000000000,0.503514938489,0.372142813581,0.264166618321,0.110690787700
0.499747474747,199.899040888440,199.172418179161,50.774779863390,95.819491868370,154.110690817699,0.500000000000,0.503514938489,0.372998940771,0.260330286122,0.114528688750
0.499848484848,199.939412299303,199.196738337316,50.455970070012,97.433075417633,152.533869773253,0.500000000000,0.503514938489,0.373821850605,0.256343498520,0.118549769605
0.499949494949,199.979800020200,199.221065709115,50.149189186255,99.121823187584,150.869938643441,0.500000000000,0.503514938489,0.374614363098,0.252170411268,0.122787054922
0.500050505051,200.020204061016,199.245400298014,49.853462386012,100.904431025935,149.101176287231,0.500000000000,0.503514938489,0.375378933293,0.247764403352,0.127284711094
0.500151515152,200.060624431646,199.269742107467,49.567935188173,102.806380644245,147.202955354837,0.500000000000,0.503514938489,0.376117713496,0.243061932011,0.132104129003
0.500252525253,200.101061141991,199.294091140933,49.291853857956,104.864430695364,145.139270808959,0.500000000000,0.503514938489,0.376832602544,0.237971327846,0.137335079633
0.500353535354,200.141514201961,199.318447401872,49.024549711129,107.135694515711,142.853677878275,0.500000000000,0.503514938489,0.377525285280,0.232350144989,0.143118324432
0.500454545455,200.181983621474,199.342810893748,48.765426413531,109.718841597029,140.248103286164,0.500000000000,0.503514938489,0.378197264481,0.225952257011,0.149698487474
0.500555555556,200.222469410456,199.367181620026,48.513949607313,112.816236744852,137.120716466001,0.500000000000,0.503514938489,0.378849886953,0.218272786573,0.157579099714
0.500656565657,200.262971578841,199.391559584172,48.269638364575,117.017980168239,132.881898017782,0.500000000000,0.503514938489,0.379484365023,0.207839199514,0.168231483409
0.500757575758,200.303490136571,199.415944789657,48.032058090782,Inf,Inf,0.500000000000,0.503514938489,0.380101794387,Inf,Inf
0.500858585859,200.344025093595,199.440337239954,47.800814589105,Inf,Inf,0.500000000000,0.503514938489,0.380703169044,Inf,Inf
0.500959595960,200.384576459872,199.464736938535,47.575549062354,Inf,Inf,0.500000000000,0.503514938489,0.381289393867,Inf,Inf
0.501060606061,200.425144245369,199.489143888879,47.355933878163,Inf,Inf,0.500000000000,0.503514938489,0.381861295257,Inf,Inf
0.501161616162,200.465728460059,199.513558094464,47.141668960061,Inf,Inf,0.500000000000,0.503514938489,0.382419630223,Inf,Inf
0.501262626263,200.506329113924,199.537979558772,46.932478695333,Inf,Inf,0.500000000000,0.503514938489,0.382965094163,Inf,Inf
0.501363636364,200.546946216955,199.562408285286,46.728109272287,Inf,Inf,0.500000000000,0.503514938489,0.383498327564,Inf,Inf
0.501464646465,200.587579779151,199.586844277493,46.528326376481,Inf,Inf,0.500000000000,0.503514938489,0.384019921802,Inf,Inf
0.501565656566,200.628229810518,199.611287538880,46.332913188683,Inf,Inf,0.500000000000,0.503514938489,0.384530424177,Inf,Inf
0.501666666667,200.668896321070,199.635738072938,46.141668637788,Inf,Inf,0.500000000000,0.503514938489,0.385030342311,Inf,Inf
0.501767676768,200.709579320831,199.660195883161,45.954405870270,Inf,Inf,0.500000000000,0.503514938489,0.385520148002,Inf,Inf
0.501868686869,200.750278819832,199.684660973044,45.770950904328,Inf,Inf,0.500000000000,0.503514938489,0.386000280614,Inf,Inf
0.501969696970,200.790994828111,199.709133346084,45.591141442346,Inf,Inf,0.500000000000,0.503514938489,0.386471150060,Inf,Inf
0.502070707071,200.831727355716,199.733613005782,45.414825819534,Inf,Inf,0.500000000000,0.503514938489,0.386933139456,Inf,Inf
0.502171717172,200.872476412702,199.758099955640,45.241862070236,Inf,Inf,0.500000000000,0.503514938489,0.387386607468,Inf,Inf
