
s1,max r Alpha (percent),max r Gamma (percent), r (percent), r (percent), r (percent), max w Alpha, max w Gamma, w1, w2, w3
0.502272727273,200.913242009132,199.782594199162,45.072117096258,Inf,Inf,0.500000000000,0.503514938489,0.387831890408,Inf,Inf
0.502373737374,200.954024155080,199.807095739856,44.905465923970,Inf,Inf,0.500000000000,0.503514938489,0.388269304104,Inf,Inf
0.502474747475,200.994822860623,199.831604581231,44.741791038922,Inf,Inf,0.500000000000,0.503514938489,0.388699145575,Inf,Inf
0.502575757576,201.035638135851,199.856120726799,44.580981788344,Inf,Inf,0.500000000000,0.503514938489,0.389121694537,Inf,Inf
0.502676767677,201.076469990860,199.880644180073,44.422933843307,Inf,Inf,0.500000000000,0.503514938489,0.389537214759,Inf,Inf
0.502777777778,201.117318435754,199.905174944572,44.267548713436,Inf,Inf,0.500000000000,0.503514938489,0.389945955282,Inf,Inf
0.502878787879,201.158183480646,199.929713023812,44.114733308075,Inf,Inf,0.500000000000,0.503514938489,0.390348151527,Inf,Inf
0.502979797980,201.199065135657,199.954258421315,43.964399538599,Inf,Inf,0.500000000000,0.503514938489,0.390744026298,Inf,Inf
0.503080808081,201.239963410916,199.978811140605,43.816463957281,Inf,Inf,0.500000000000,0.503514938489,0.391133790688,Inf,Inf
0.503181818182,201.280878316560,200.003371185208,43.670847428705,Inf,Inf,0.500000000000,0.503514938489,0.391517644910,Inf,Inf
0.503282828283,201.321809862735,200.027938558652,43.527474830227,Inf,Inf,0.500000000000,0.503514938489,0.391895779052,Inf,Inf
0.503383838384,201.362758059595,200.052513264467,43.386274778431,Inf,Inf,0.500000000000,0.503514938489,0.392268373764,Inf,Inf
0.503484848485,201.403722917302,200.077095306187,43.247179378871,Inf,Inf,0.500000000000,0.503514938489,0.392635600890,Inf,Inf
0.503585858586,201.444704446027,200.101684687347,43.110123996750,Inf,Inf,0.500000000000,0.503514938489,0.392997624049,Inf,Inf
0.503686868687,201.485702655948,200.126281411484,42.975047046435,Inf,Inf,0.500000000000,0.503514938489,0.393354599160,Inf,Inf
0.503787878788,201.526717557252,200.150885482138,42.841889797967,Inf,Inf,0.500000000000,0.503514938489,0.393706674933,Inf,Inf
0.503888888889,201.567749160134,200.175496902853,42.710596198921,Inf,Inf,0.500000000000,0.503514938489,0.394053993318,Inf,Inf
0.503989898990,201.608797474799,200.200115677172,42.581112710163,Inf,Inf,0.500000000000,0.503514938489,0.394396689918,Inf,Inf
0.504090909091,201.649862511457,200.224741808643,42.453388154217,Inf,Inf,0.500000000000,0.503514938489,0.394734894372,Inf,Inf
0.504191919192,201.690944280330,200.249375300816,42.327373575070,Inf,Inf,0.500000000000,0.503514938489,0.395068730710,Inf,Inf
0.504292929293,201.732042791645,200.274016157243,42.203022108391,Inf,Inf,0.500000000000,0.503514938489,0.395398317678,Inf,Inf
0.504393939394,201.773158055640,200.298664381477,42.080288861250,Inf,Inf,0.500000000000,0.503514938489,0.395723769042,Inf,Inf
0.504494949495,201.814290082560,200.323319977076,41.959130800484,Inf,Inf,0.500000000000,0.503514938489,0.396045193868,Inf,Inf
0.504595959596,201.855438882659,200.347982947598,41.839506648978,Inf,Inf,0.500000000000,0.503514938489,0.396362696788,Inf,Inf
0.504696969697,201.896604466198,200.372653296606,41.721376789198,Inf,Inf,0.500000000000,0.503514938489,0.396676378239,Inf,Inf
0.504797979798,201.937786843447,200.397331027663,41.604703173349,Inf,Inf,0.500000000000,0.503514938489,0.396986334693,Inf,Inf
0.504898989899,201.978986024686,200.422016144335,41.489449239633,Inf,Inf,0.500000000000,0.503514938489,0.397292658865,Inf,Inf
0.505000000000,202.020202020202,200.446708650192,41.375579834100,Inf,Inf,0.500000000000,0.503514938489,0.397595439911,Inf,Inf


0.495114100000,198.064552802920,198.064538331346,198.063849120647,Inf,Inf,0.500000000000,0.503514938489,0.000001776396,Inf,Inf
0.497971149500,199.191739479522,198.745908301224,65.419397329235,65.420208669672,174.839032130299,0.500000000000,0.503514938489,0.335787875792,0.335785839210,0.061128808385
0.500731966063,200.293215673044,199.409761577355,48.091678663603,124.933042079622,124.934804599109,0.500000000000,0.503514938489,0.379946810724,0.188124628536,0.188120228687
