
time,Alpha max r (percent),Beta max r (percent),Gamma max r (percent),Delta max r (percent),Alpha vs Beta r (percent),Alpha vs Beta r (Percent),Alpha vs Gamma r (percent),Alpha vs Gamma r (Percent),Beta vs Delta r (percent),Beta vs Delta r (Percent),Delta vs Gamma r (percent),Delta vs Gamma r (percent),Alpha max w,Beta max w,Gamma max w,Delta max w,Alpha vs Beta w,Alpha vs Beta w,Alpha vs Gamma w,Alpha vs Gamma w,Beta vs Delta w,Beta vs Delta w,Delta vs Gamma w,Delta vs Gamma w
3.787878787879,226.237921249264,275.293312520401,183.758231330762,139.110082431020,12.147840509428,176.503636452899,Inf,Inf,Inf,Inf,Inf,Inf,7.818004436908,8.286065422048,6.388894068974,1.149157640058,7.377683109840,1.652523041223,Inf,Inf,Inf,Inf,Inf,Inf
3.838383838384,226.237921249264,275.293312520401,183.758231330762,139.110082431020,10.891273427862,176.796935484907,Inf,Inf,Inf,Inf,Inf,Inf,8.140351617213,8.575398685104,6.602750826094,1.154742842407,7.729180207307,1.710403472556,Inf,Inf,Inf,Inf,Inf,Inf
3.888888888889,226.237921249264,275.293312520401,183.758231330762,139.110082431020,9.594031897257,177.096170485349,Inf,Inf,Inf,Inf,Inf,Inf,8.475989619426,8.873225573716,6.822318610206,1.160355190280,8.098744905307,1.770032833136,Inf,Inf,Inf,Inf,Inf,Inf
3.939393939394,226.237921249264,275.293312520401,183.758231330762,139.110082431020,8.254854907434,177.401354446675,Inf,Inf,Inf,Inf,Inf,Inf,8.825466442593,9.179692405963,7.047662173951,1.165994815610,8.487391106377,1.831447687693,Inf,Inf,Inf,Inf,Inf,Inf
3.989898989899,226.237921249264,275.293312520401,183.758231330762,139.110082431020,6.872442231462,177.712495091859,Inf,Inf,Inf,Inf,Inf,Inf,9.189352680520,9.494941514918,7.278841726778,1.171661850973,8.896194781637,1.894684454432,Inf,Inf,Inf,Inf,Inf,Inf
4.040404040404,226.237921249264,275.293312520401,183.758231330762,139.110082431020,5.445453033333,178.029594706760,Inf,Inf,Inf,Inf,Inf,Inf,9.568242453390,9.819110782776,7.515912629638,1.177356429588,9.326298073931,1.959779346389,Inf,Inf,Inf,Inf,Inf,Inf
4.090909090909,226.237921249264,275.293312520401,183.758231330762,139.110082431020,3.972504416363,178.352649978964,Inf,Inf,Inf,Inf,Inf,Inf,9.962754377784,10.152333164143,7.758925091714,1.183078685324,9.778913690490,2.026768310422,Inf,Inf,Inf,Inf,Inf,Inf
4.141414141414,226.237921249264,275.293312520401,183.758231330762,139.110082431020,2.452169910039,178.681651843730,Inf,Inf,Inf,Inf,Inf,Inf,10.373532576705,10.494736199988,8.007923870758,1.188828752697,10.255329606772,2.095686963900,Inf,Inf,Inf,Inf,Inf,Inf
4.191919191919,226.237921249264,275.293312520401,183.758231330762,139.110082431020,0.882977893012,179.016585337662,Inf,Inf,Inf,Inf,Inf,Inf,10.801247731242,10.846441523870,8.262947978677,1.194606766880,10.756914104782,2.166570529130,Inf,Inf,Inf,Inf,Inf,Inf
4.242424242424,226.237921249264,275.293312520401,183.758231330762,139.110082431020,179.357429460712,Inf,Inf,Inf,Inf,Inf,Inf,Inf,11.246598175596,11.207564362291,8.524030394068,1.200412863701,2.239453765608,Inf,Inf,Inf,Inf,Inf,Inf,Inf
4.292929292929,226.237921249264,275.293312520401,183.758231330762,139.110082431020,179.704157047117,Inf,Inf,Inf,Inf,Inf,Inf,Inf,11.710311037259,11.578213031112,8.791197783463,1.206247179650,2.314370900170,Inf,Inf,Inf,Inf,Inf,Inf,Inf
4.343434343434,226.237921249264,275.293312520401,183.758231330762,139.110082431020,180.056734645838,Inf,Inf,Inf,Inf,Inf,Inf,Inf,12.193143424195,11.958488430186,9.064470233097,1.212109851878,2.391355555139,Inf,Inf,Inf,Inf,Inf,Inf,Inf
4.393939393939,226.237921249264,275.293312520401,183.758231330762,139.110082431020,180.415122411086,Inf,Inf,Inf,Inf,Inf,Inf,Inf,12.695883660986,12.348483538475,9.343860993023,1.218001018204,2.470440674575,Inf,Inf,Inf,Inf,Inf,Inf,Inf
4.444444444444,226.237921249264,275.293312520401,183.758231330762,139.110082431020,180.779274003461,Inf,Inf,Inf,Inf,Inf,Inf,Inf,13.219352575928,12.748282912083,9.629376235439,1.223920817117,2.551658448756,Inf,Inf,Inf,Inf,Inf,Inf,Inf
4.494949494949,226.237921249264,275.293312520401,183.758231330762,139.110082431020,181.149136502242,Inf,Inf,Inf,Inf,Inf,Inf,Inf,13.764404841208,13.157962187771,9.921014829084,1.229869387779,2.635040237015,Inf,Inf,Inf,Inf,Inf,Inf,Inf
