
time,Alpha max r (percent),Beta max r (percent),Gamma max r (percent),Delta max r (percent),Alpha vs Beta r (percent),Alpha vs Beta r (Percent),Alpha vs Gamma r (percent),Alpha vs Gamma r (Percent),Beta vs Delta r (percent),Beta vs Delta r (Percent),Delta vs Gamma r (percent),Delta vs Gamma r (percent),Alpha max w,Beta max w,Gamma max w,Delta max w,Alpha vs Beta w,Alpha vs Beta w,Alpha vs Gamma w,Alpha vs Gamma w,Beta vs Delta w,Beta vs Delta w,Delta vs Gamma w,Delta vs Gamma w
4.545454545455,226.237921249264,275.293312520401,183.758231330762,139.110082431020,181.524650329322,Inf,Inf,Inf,Inf,Inf,Inf,Inf,14.331930368336,13.577587594641,10.218768131541,1.235846870027,2.720616489101,Inf,Inf,Inf,Inf,Inf,Inf,Inf
4.595959595960,226.237921249264,275.293312520401,183.758231330762,139.110082431020,181.905749185274,Inf,Inf,Inf,Inf,Inf,Inf,Inf,14.922855761106,14.007215476792,10.522619801276,1.241853404380,2.808416665214,Inf,Inf,Inf,Inf,Inf,Inf,Inf
4.646464646465,226.237921249264,275.293312520401,183.758231330762,139.110082431020,182.292359997999,Inf,Inf,Inf,Inf,Inf,Inf,Inf,15.538145828477,14.446891829830,10.832545631167,1.247889132039,2.898469154895,Inf,Inf,Inf,Inf,Inf,Inf,Inf
4.696969696970,226.237921249264,275.293312520401,183.758231330762,139.110082431020,182.684402884369,Inf,Inf,Inf,Inf,Inf,Inf,Inf,16.178805159819,14.896651854215,11.148513405241,1.253954194889,2.990801194982,Inf,Inf,Inf,Inf,Inf,Inf,Inf
4.747474747475,226.237921249264,275.293312520401,183.758231330762,139.110082431020,183.081791125290,Inf,Inf,Inf,Inf,Inf,Inf,Inf,16.845879765117,15.356519528477,11.470482780233,1.260048735509,3.085438786817,Inf,Inf,Inf,Inf,Inf,Inf,Inf
4.797979797980,226.237921249264,275.293312520401,183.758231330762,139.110082431020,183.484431154513,Inf,Inf,Inf,Inf,Inf,Inf,Inf,17.540458782802,15.826507205339,11.798405193487,1.266172897166,3.182406612956,Inf,Inf,Inf,Inf,Inf,Inf,Inf
4.848484848485,226.237921249264,275.293312520401,183.758231330762,139.110082431020,183.892222561561,Inf,Inf,Inf,Inf,Inf,Inf,Inf,18.263676257992,16.306615233851,12.132223798599,1.272326823829,3.281727953600,Inf,Inf,Inf,Inf,Inf,Inf,Inf
4.898989898990,226.237921249264,275.293312520401,183.758231330762,139.110082431020,184.305058109057,Inf,Inf,Inf,Inf,Inf,Inf,Inf,19.016712994065,16.796831610558,12.471873430063,1.278510660161,3.383424603014,Inf,Inf,Inf,Inf,Inf,Inf,Inf
4.949494949495,226.237921249264,275.293312520401,183.758231330762,139.110082431020,184.722823764725,Inf,Inf,Inf,Inf,Inf,Inf,Inf,19.800798480556,17.297131662747,12.817280598031,1.284724551531,3.487516786205,Inf,Inf,Inf,Inf,Inf,Inf,Inf
5.000000000000,226.237921249264,275.293312520401,183.758231330762,139.110082431020,185.145398748298,Inf,Inf,Inf,Inf,Inf,Inf,Inf,20.617212900566,17.807477766679,13.168363514103,1.290968644016,3.594023076132,Inf,Inf,Inf,Inf,Inf,Inf,Inf
5.052631578947,226.237921249264,275.293312520401,183.758231330762,139.110082431020,185.590746092238,Inf,Inf,Inf,Inf,Inf,Inf,Inf,21.503840944303,18.349946587885,13.540170883751,1.297507939367,3.707600706419,Inf,Inf,Inf,Inf,Inf,Inf,Inf
5.105263157895,226.237921249264,275.293312520401,183.758231330762,139.110082431020,186.041025919585,Inf,Inf,Inf,Inf,Inf,Inf,Inf,22.428597773524,18.903196963552,13.917932884711,1.304080358980,3.823835246998,Inf,Inf,Inf,Inf,Inf,Inf,Inf
5.157894736842,226.237921249264,275.293312520401,183.758231330762,139.110082431020,186.496078661726,Inf,Inf,Inf,Inf,Inf,Inf,Inf,23.393123088542,19.467139898954,14.301528753105,1.310686070644,3.942741417919,Inf,Inf,Inf,Inf,Inf,Inf,Inf
5.210526315789,226.237921249264,275.293312520401,183.758231330762,139.110082431020,186.955737204620,Inf,Inf,Inf,Inf,Inf,Inf,Inf,24.399127103775,20.041670265392,14.690828457652,1.317325242997,4.064331606349,Inf,Inf,Inf,Inf,Inf,Inf,Inf
5.263157894737,226.237921249264,275.293312520401,183.758231330762,139.110082431020,187.419827042736,Inf,Inf,Inf,Inf,Inf,Inf,Inf,25.448393580154,20.626666723856,15.085692934993,1.323998045530,4.188615774221,Inf,Inf,Inf,Inf,Inf,Inf,Inf
5.315789473684,226.237921249264,275.293312520401,183.758231330762,139.110082431020,187.888166452839,Inf,Inf,Inf,Inf,Inf,Inf,Inf,26.542782987929,21.221991712274,15.485974366314,1.330704648594,4.315601369127,Inf,Inf,Inf,Inf,Inf,Inf,Inf
5.368421052632,226.237921249264,275.293312520401,183.758231330762,139.110082431020,188.360566687564,Inf,Inf,Inf,Inf,Inf,Inf,Inf,27.684235805506,21.827491498441,15.891516494445,1.337445223405,4.445293238946,Inf,Inf,Inf,Inf,Inf,Inf,Inf
5.421052631579,226.237921249264,275.293312520401,183.758231330762,139.110082431020,188.836832188629,Inf,Inf,Inf,Inf,Inf,Inf,Inf,28.874775960132,22.442996300263,16.302154980257,1.344219942041,4.577693550691,Inf,Inf,Inf,Inf,Inf,Inf,Inf
5.473684210526,226.237921249264,275.293312520401,183.758231330762,139.110082431020,189.316760819513,Inf,Inf,Inf,Inf,Inf,Inf,Inf,30.116514416554,23.068320474494,16.717717796876,1.351028977458,4.712801714060,Inf,Inf,Inf,Inf,Inf,Inf,Inf
5.526315789474,226.237921249264,275.293312520401,183.758231330762,139.110082431020,189.800144117317,Inf,Inf,Inf,Inf,Inf,Inf,Inf,31.411652920004,23.703262774679,17.138025659893,1.357872503482,4.850614310199,Inf,Inf,Inf,Inf,Inf,Inf,Inf
5.578947368421,226.237921249264,275.293312520401,183.758231330762,139.110082431020,190.286767563506,Inf,Inf,Inf,Inf,Inf,Inf,Inf,32.762487900141,24.347606678464,17.562892491469,1.364750694824,4.991125026150,Inf,Inf,Inf,Inf,Inf,Inf,Inf
5.631578947368,226.237921249264,275.293312520401,183.758231330762,139.110082431020,190.776410873108,Inf,Inf,Inf,Inf,Inf,Inf,Inf,34.171414542891,25.001120783932,17.992125915914,1.371663727077,5.134324595492,Inf,Inf,Inf,Inf,Inf,Inf,Inf
5.684210526316,226.237921249264,275.293312520401,183.758231330762,139.110082431020,191.268848301931,Inf,Inf,Inf,Inf,Inf,Inf,Inf,35.640931037386,25.663559274077,18.425527784089,1.378611776727,5.280200745644,Inf,Inf,Inf,Inf,Inf,Inf,Inf
5.736842105263,226.237921249264,275.293312520401,183.758231330762,139.110082431020,191.763848971249,Inf,Inf,Inf,Inf,Inf,Inf,Inf,37.173643005539,26.334662447972,18.862894723706,1.385595021149,5.428738152298,Inf,Inf,Inf,Inf,Inf,Inf,Inf
5.789473684211,226.237921249264,275.293312520401,183.758231330762,139.110082431020,192.261177209337,Inf,Inf,Inf,Inf,Inf,Inf,Inf,38.772268122113,27.014157316644,19.304018712393,1.392613638621,5.579918401446,Inf,Inf,Inf,Inf,Inf,Inf,Inf
5.842105263158,226.237921249264,275.293312520401,183.758231330762,139.110082431020,192.760592909202,Inf,Inf,Inf,Inf,Inf,Inf,Inf,40.439640933470,27.701758261141,19.748687670233,1.399667808322,5.733719959431,Inf,Inf,Inf,Inf,Inf,Inf,Inf
5.894736842105,226.237921249264,275.293312520401,183.758231330762,139.110082431020,193.261851901717,Inf,Inf,Inf,Inf,Inf,Inf,Inf,42.178717883551,28.397167749726,20.196686068281,1.406757710339,5.890118151428,Inf,Inf,Inf,Inf,Inf,Inf,Inf
5.947368421053,226.237921249264,275.293312520401,183.758231330762,139.110082431020,193.764706343355,Inf,Inf,Inf,Inf,Inf,Inf,Inf,43.992582555987,29.100077110680,20.647795549498,1.413883525670,6.049085148755,Inf,Inf,Inf,Inf,Inf,Inf,Inf
6.000000000000,226.237921249264,275.293312520401,183.758231330762,139.110082431020,194.268905117602,Inf,Inf,Inf,Inf,Inf,Inf,Inf,45.884451141653,29.810167356655,21.101795558428,1.421045436232,6.210589965355,Inf,Inf,Inf,Inf,Inf,Inf,Inf


0.363440390000,226.237921249264,275.293312520401,183.758231330762,139.110082431020,45.771703178597,167.144279774489,45.771703178884,Inf,45.771703178885,Inf,45.771703178791,Inf,0.505038111919,0.632274508906,0.508767558497,0.827193279938,0.398688571438,0.127097803157,0.398688571437,Inf,0.398688571437,Inf,0.398688571437,Inf

0.753125800000,226.237921249264,275.293312520401,183.758231330762,139.110082431020,44.646296565139,167.513391871468,0.933010504938,Inf,0.000000018200,Inf,20.368980795447,Inf,0.689786564946,0.858724526067,0.689883717199,0.858724526142,0.548068115593,0.172493509462,0.686794949855,Inf,0.858724525891,Inf,0.622277921606,Inf

4.219651777000,226.237921249264,275.293312520401,183.758231330762,139.110082431020,0.000000010836,179.203014502444,Inf,Inf,Inf,Inf,Inf,Inf,11.043563021026,11.043563021591,8.405557848199,1.197791439566,11.043563020470,2.206341343078,Inf,Inf,Inf,Inf,Inf,Inf

5.951214122000,226.237921249264,275.293312520401,183.758231330762,139.110082431020,193.801504835094,Inf,Inf,Inf,Inf,Inf,Inf,Inf,44.128136822665,29.151722957640,20.680873362709,1.414405609866,6.060800486787,Inf,Inf,Inf,Inf,Inf,Inf,Inf



`
